,taxon_id,GCF_000002765.6_species,GCF_000007345.1_species,GCF_000012325.1_species,GCF_000016525.1_species,GCF_000063445.1_species,GCF_000150955.2_species,GCF_000204415.1_species,GCF_000208865.1_species,GCF_000967895.1_species,GCF_001653755.1_species,GCF_002287195.1_species,GCF_002310855.1_species,GCF_009362255.1_species,GCF_030704535.1_species,GCF_032362555.1_species
Candidatus Verstraetearchaeota archaeon,2250257.0,,,,,,,,,,,,,,,9.09090909090909e-07
Salpingoeca surira,2320252.0,,,,,,,,,,,,,,,9.09090909090909e-07
Leptospira ilyithenensis,2484901.0,,,,,,,,,,,,,,,9.09090909090909e-07
Lewinella sp. W8,2528208.0,,,,,,,,,,,,,,,9.09090909090909e-07
Pseudorivibacter rhizosphaerae,2570323.0,,,,,,,,,,,,,,,9.09090909090909e-07
Aliikangiella coralliicola,2592383.0,,,,,,,,,,,,,,,9.09090909090909e-07
Nitratireductor sp. SY7,2599600.0,,,,,,,,,,,,,,,9.09090909090909e-07
Bradymonadales bacterium V1718,2600177.0,,,,,,,,,,,,,,,9.09090909090909e-07
Ceratobasidium sp. 392,2600202.0,,,,,,,,,,,,,,,9.09090909090909e-07
Xylariomycetidae sp. FL2044,2614609.0,,,,,,,,,,,,,,,9.09090909090909e-07
Nemania sp. FL0031,2663370.0,,,,,,,,,,,,,,,9.09090909090909e-07
Pneumocystis sp. 'macacae',2698480.0,,,,,,,,,,,,,,,9.09090909090909e-07
Rhodobacter tardus,2699202.0,,,,,,,,,,,,,,,9.09090909090909e-07
Edaphobacter sp. 12200R-103,2703788.0,,,,,,,,,,,,,,,9.09090909090909e-07
Sphingomonas sp. dw_22,2721175.0,,,,,,,,,,,,,,,9.09090909090909e-07
Acetobacter sp. P5B1,2762620.0,,,,,,,,,,,,,,,9.09090909090909e-07
Pelagibius sp. NBU2595,2762760.0,,,,,,,,,,,,,,,9.09090909090909e-07
Hymenobacter citatus,2763506.0,,,,,,,,,,,,,,,9.09090909090909e-07
Marinobacter sp. CA1,2817656.0,,,,,,,,,,,,,,,9.09090909090909e-07
Fusarium sp. MPI-SDFR-AT-0072,2826082.0,,,,,,,,,,,,,,,9.09090909090909e-07
Alkalihalobacillus sp. TS-13,2842455.0,,,,,,,,,,,,,,,9.09090909090909e-07
Psychrobium sp. MM17-31,2917758.0,,,,,,,,,,,,,,,9.09090909090909e-07
Runella slithyformis,106.0,,,,,,,,,,,,,,,6.060606060606061e-07
Campylobacter jejuni,197.0,,,,,,,,,,,,,,,6.060606060606061e-07
Pseudomonas stutzeri,316.0,,,,,,,,,,,,,,,6.060606060606061e-07
Moraxella catarrhalis,480.0,,,,,,,,,,,,,,,6.060606060606061e-07
Orientia tsutsugamushi,784.0,,,,,,,,,,,,,,,6.060606060606061e-07
Limosilactobacillus fermentum,1613.0,,,,,,,,,,,,,,,6.060606060606061e-07
Mycobacterium intracellulare,1767.0,,,,,,,,,,,,,,,6.060606060606061e-07
Solemya velum gill symbiont,2340.0,,,,,,,,,,,,,,,6.060606060606061e-07
Pneumocystis carinii,4754.0,,,,,,,,,,,,,,,6.060606060606061e-07
Rhizophagus intraradices,4876.0,,,,,,,,,,,,,,,6.060606060606061e-07
Aspergillus sp.,5065.0,,,,,,,,,,,,,,,6.060606060606061e-07
Neurospora crassa,5141.0,,,,,,,,,,,,,,,6.060606060606061e-07
Sclerotinia sclerotiorum,5180.0,,,,,,,,,,,,,,,6.060606060606061e-07
Vanrija humicola,5417.0,,,,,,,,,,,,,,,6.060606060606061e-07
Cenococcum geophilum,5570.0,,,,,,,,,,,,,,,6.060606060606061e-07
Leishmania mexicana,5665.0,,,,,,,,,,,,,,,6.060606060606061e-07
Theileria annulata,5874.0,,,,,,,,,,,,,,,6.060606060606061e-07
Burkholderia mallei,13373.0,,,,,,,,,,,,,,,6.060606060606061e-07
Puccinia sorghi,27349.0,,,,,,,,,,,,,,,6.060606060606061e-07
Prevotella veroralis,28137.0,,,,,,,,,,,,,,,6.060606060606061e-07
Conservatibacter flavescens,28161.0,,,,,,,,,,,,,,,6.060606060606061e-07
Talaromyces islandicus,28573.0,,,,,,,,,,,,,,,6.060606060606061e-07
Goniomonas truncata,31325.0,,,,,,,,,,,,,,,6.060606060606061e-07
Plocamium cartilagineum,31452.0,,,,,,,,,,,,,,,6.060606060606061e-07
Pedobacter antarcticus,34086.0,,,,,,,,,,,,,,,6.060606060606061e-07
Monilinia fructigena,38457.0,,,,,,,,,,,,,,,6.060606060606061e-07
Thraustochytrium aureum,42467.0,,,,,,,,,,,,,,,6.060606060606061e-07
Galactomyces reessii,43985.0,,,,,,,,,,,,,,,6.060606060606061e-07
Legionella lansingensis,45067.0,,,,,,,,,,,,,,,6.060606060606061e-07
Desulfonema limicola,45656.0,,,,,,,,,,,,,,,6.060606060606061e-07
Nonomuraea africana,46171.0,,,,,,,,,,,,,,,6.060606060606061e-07
Drechslerella brochopaga,47238.0,,,,,,,,,,,,,,,6.060606060606061e-07
Entodinium caudatum,47911.0,,,,,,,,,,,,,,,6.060606060606061e-07
Hanseniaspora valbyensis,53685.0,,,,,,,,,,,,,,,6.060606060606061e-07
Thelephora terrestris,56493.0,,,,,,,,,,,,,,,6.060606060606061e-07
Serendipita indica,65672.0,,,,,,,,,,,,,,,6.060606060606061e-07
Crucibulum laeve,68775.0,,,,,,,,,,,,,,,6.060606060606061e-07
Penicillium decumbens,69771.0,,,,,,,,,,,,,,,6.060606060606061e-07
Penicillium oxalicum,69781.0,,,,,,,,,,,,,,,6.060606060606061e-07
Coprinellus micaceus,71717.0,,,,,,,,,,,,,,,6.060606060606061e-07
Trypanosoma grayi,71804.0,,,,,,,,,,,,,,,6.060606060606061e-07
Hypholoma sublateritium,71945.0,,,,,,,,,,,,,,,6.060606060606061e-07
Pseudomonas monteilii,76759.0,,,,,,,,,,,,,,,6.060606060606061e-07
Xylaria polymorpha,77046.0,,,,,,,,,,,,,,,6.060606060606061e-07
Thermothelomyces thermophilus,78579.0,,,,,,,,,,,,,,,6.060606060606061e-07
marine bacterium B5-7,79548.0,,,,,,,,,,,,,,,6.060606060606061e-07
Stephanoeca diplocostata,81535.0,,,,,,,,,,,,,,,6.060606060606061e-07
Archangium violaceum,83451.0,,,,,,,,,,,,,,,6.060606060606061e-07
Absidia repens,90262.0,,,,,,,,,,,,,,,6.060606060606061e-07
Flavobacterium psychrophilum,96345.0,,,,,,,,,,,,,,,6.060606060606061e-07
Oscillochloris trichoides,104176.0,,,,,,,,,,,,,,,6.060606060606061e-07
Defluviicoccus vanus,111831.0,,,,,,,,,,,,,,,6.060606060606061e-07
Helicocarpus griseus,121128.0,,,,,,,,,,,,,,,6.060606060606061e-07
Aspergillus melleus,138277.0,,,,,,,,,,,,,,,6.060606060606061e-07
Burkholderia dolosa,152500.0,,,,,,,,,,,,,,,6.060606060606061e-07
Kozakia baliensis,153496.0,,,,,,,,,,,,,,,6.060606060606061e-07
Eurychasma dicksonii,159317.0,,,,,,,,,,,,,,,6.060606060606061e-07
Herbaspirillum autotrophicum,180195.0,,,,,,,,,,,,,,,6.060606060606061e-07
Paracoccus zeaxanthinifaciens,187400.0,,,,,,,,,,,,,,,6.060606060606061e-07
Salishia firma,217478.0,,,,,,,,,,,,,,,6.060606060606061e-07
Moniliophthora roreri,221103.0,,,,,,,,,,,,,,,6.060606060606061e-07
Jakoba bahamiensis,221721.0,,,,,,,,,,,,,,,6.060606060606061e-07
Phaeoacremonium minimum,223192.0,,,,,,,,,,,,,,,6.060606060606061e-07
Prevotella salivae,228604.0,,,,,,,,,,,,,,,6.060606060606061e-07
Ethanoligenens harbinense,253239.0,,,,,,,,,,,,,,,6.060606060606061e-07
Glycomyces arizonensis,256035.0,,,,,,,,,,,,,,,6.060606060606061e-07
Polysiphonia scopulorum,257860.0,,,,,,,,,,,,,,,6.060606060606061e-07
Peribacillus muralis,264697.0,,,,,,,,,,,,,,,6.060606060606061e-07
Nocardia mexicana,279262.0,,,,,,,,,,,,,,,6.060606060606061e-07
Aquiflexum balticum,280473.0,,,,,,,,,,,,,,,6.060606060606061e-07
Cladocopium sp. clade C,293275.0,,,,,,,,,,,,,,,6.060606060606061e-07
Cryptosporidium bovis,310047.0,,,,,,,,,,,,,,,6.060606060606061e-07
Podila horticola,311239.0,,,,,,,,,,,,,,,6.060606060606061e-07
Westerdykella ornata,318751.0,,,,,,,,,,,,,,,6.060606060606061e-07
Enterococcus aquimarinus,328396.0,,,,,,,,,,,,,,,6.060606060606061e-07
Panaeolus papilionaceus,330517.0,,,,,,,,,,,,,,,6.060606060606061e-07
Hirsutella minnesotensis,332947.0,,,,,,,,,,,,,,,6.060606060606061e-07
Krasilnikovia cinnamomea,349313.0,,,,,,,,,,,,,,,6.060606060606061e-07
Paracoccus halophilus,376733.0,,,,,,,,,,,,,,,6.060606060606061e-07
Bodonidae sp. RS407A2,429465.0,,,,,,,,,,,,,,,6.060606060606061e-07
Ogataea polymorpha,460523.0,,,,,,,,,,,,,,,6.060606060606061e-07
Chromera velia,505693.0,,,,,,,,,,,,,,,6.060606060606061e-07
Pusillimonas soli,659016.0,,,,,,,,,,,,,,,6.060606060606061e-07
Alloprevotella rava,671218.0,,,,,,,,,,,,,,,6.060606060606061e-07
Lutibacter flavus,691689.0,,,,,,,,,,,,,,,6.060606060606061e-07
Oceanicoccus sagamiensis,716816.0,,,,,,,,,,,,,,,6.060606060606061e-07
Peniophora sp. CBMAI 1063,718367.0,,,,,,,,,,,,,,,6.060606060606061e-07
Lepidopterella palustris,741139.0,,,,,,,,,,,,,,,6.060606060606061e-07
Tepidamorphus gemmatus,747076.0,,,,,,,,,,,,,,,6.060606060606061e-07
Mycobacterium europaeum,761804.0,,,,,,,,,,,,,,,6.060606060606061e-07
Salipaludibacillus neizhouensis,885475.0,,,,,,,,,,,,,,,6.060606060606061e-07
Mortierella antarctica,979670.0,,,,,,,,,,,,,,,6.060606060606061e-07
Podila epicladia,979697.0,,,,,,,,,,,,,,,6.060606060606061e-07
Entomortierella lignicola,979712.0,,,,,,,,,,,,,,,6.060606060606061e-07
Humitalea rosea,990373.0,,,,,,,,,,,,,,,6.060606060606061e-07
Codosiga botrytis,1028796.0,,,,,,,,,,,,,,,6.060606060606061e-07
Bradyrhizobium sp. WSM3983,1038867.0,,,,,,,,,,,,,,,6.060606060606061e-07
Wickerhamomyces ciferrii,1041607.0,,,,,,,,,,,,,,,6.060606060606061e-07
Tothia fuscella,1048955.0,,,,,,,,,,,,,,,6.060606060606061e-07
Fusarium zealandicum,1053134.0,,,,,,,,,,,,,,,6.060606060606061e-07
Lamprobacter modestohalophilus,1064514.0,,,,,,,,,,,,,,,6.060606060606061e-07
Enterococcus plantarum,1077675.0,,,,,,,,,,,,,,,6.060606060606061e-07
Verminephrobacter aporrectodeae,1110389.0,,,,,,,,,,,,,,,6.060606060606061e-07
Geobacter luticola,1114878.0,,,,,,,,,,,,,,,6.060606060606061e-07
Funneliformis caledonium,1117310.0,,,,,,,,,,,,,,,6.060606060606061e-07
Talaromyces proteolyticus,1131652.0,,,,,,,,,,,,,,,6.060606060606061e-07
Crithidia dedva,1134496.0,,,,,,,,,,,,,,,6.060606060606061e-07
Rhizobium cauense,1166683.0,,,,,,,,,,,,,,,6.060606060606061e-07
Candidatus Thiodictyon syntrophicum,1166950.0,,,,,,,,,,,,,,,6.060606060606061e-07
Bombilactobacillus mellis,1218508.0,,,,,,,,,,,,,,,6.060606060606061e-07
Cytospora leucostoma,1230097.0,,,,,,,,,,,,,,,6.060606060606061e-07
Mycolicibacterium celeriflavum,1249101.0,,,,,,,,,,,,,,,6.060606060606061e-07
Roseivirga pacifica,1267423.0,,,,,,,,,,,,,,,6.060606060606061e-07
Risungbinella massiliensis,1329796.0,,,,,,,,,,,,,,,6.060606060606061e-07
Candidatus Competibacter denitrificans,1400862.0,,,,,,,,,,,,,,,6.060606060606061e-07
Aaosphaeria arxii,1450171.0,,,,,,,,,,,,,,,6.060606060606061e-07
Aestuariispira insulae,1461337.0,,,,,,,,,,,,,,,6.060606060606061e-07
Phaeodactylibacter xiamenensis,1524460.0,,,,,,,,,,,,,,,6.060606060606061e-07
Sarocladium implicatum,1610689.0,,,,,,,,,,,,,,,6.060606060606061e-07
Candidatus Wolfebacteria bacterium GW2011_GWC1_37_10,1619010.0,,,,,,,,,,,,,,,6.060606060606061e-07
Pseudogymnoascus sp. 24MN13,1622150.0,,,,,,,,,,,,,,,6.060606060606061e-07
Denitromonas halophilus,1629404.0,,,,,,,,,,,,,,,6.060606060606061e-07
Rhodococcus agglutinans,1644129.0,,,,,,,,,,,,,,,6.060606060606061e-07
Candidatus Rhodobacter lobularis,1675527.0,,,,,,,,,,,,,,,6.060606060606061e-07
Monaibacterium marinum,1690039.0,,,,,,,,,,,,,,,6.060606060606061e-07
Chlamydiae bacterium SM23_39,1704235.0,,,,,,,,,,,,,,,6.060606060606061e-07
Tenggerimyces flavus,1708749.0,,,,,,,,,,,,,,,6.060606060606061e-07
Sphingobacterium chuzhouense,1742264.0,,,,,,,,,,,,,,,6.060606060606061e-07
Pseudoalteromonas sp. CO348,1777271.0,,,,,,,,,,,,,,,6.060606060606061e-07
Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_65_20,1797488.0,,,,,,,,,,,,,,,6.060606060606061e-07
Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13b,1797496.0,,,,,,,,,,,,,,,6.060606060606061e-07
Pseudovibrio sp. Tun.PSC04-5.I4,1798213.0,,,,,,,,,,,,,,,6.060606060606061e-07
Candidatus Komeilibacteria bacterium RIFCSPLOWO2_01_FULL_53_11,1798552.0,,,,,,,,,,,,,,,6.060606060606061e-07
Nitrospirae bacterium RBG_16_64_22,1801708.0,,,,,,,,,,,,,,,6.060606060606061e-07
Omnitrophica bacterium GWA2_52_8,1801817.0,,,,,,,,,,,,,,,6.060606060606061e-07
Synechococcus sp. NIES-970,1827144.0,,,,,,,,,,,,,,,6.060606060606061e-07
Hemiarma marina,1848298.0,,,,,,,,,,,,,,,6.060606060606061e-07
Sphingomonas colocasiae,1848973.0,,,,,,,,,,,,,,,6.060606060606061e-07
Bacteroidetes bacterium ADurb.BinA395,1852820.0,,,,,,,,,,,,,,,6.060606060606061e-07
Polaromonas sp. OV174,1855300.0,,,,,,,,,,,,,,,6.060606060606061e-07
Testicularia cyperi,1882483.0,,,,,,,,,,,,,,,6.060606060606061e-07
Verrucomicrobium sp. GAS474,1882831.0,,,,,,,,,,,,,,,6.060606060606061e-07
Rhodanobacter sp.,1883446.0,,,,,,,,,,,,,,,6.060606060606061e-07
Stenomitos frigidus,1886765.0,,,,,,,,,,,,,,,6.060606060606061e-07
Thalassiosira sp.,1891026.0,,,,,,,,,,,,,,,6.060606060606061e-07
Rhodospirillales bacterium 69-11,1895825.0,,,,,,,,,,,,,,,6.060606060606061e-07
Mortierella sp. AD010,1896179.0,,,,,,,,,,,,,,,6.060606060606061e-07
Salpingoeca kvevrii,1924737.0,,,,,,,,,,,,,,,6.060606060606061e-07
Draconibacterium sp.,1965318.0,,,,,,,,,,,,,,,6.060606060606061e-07
Alphaproteobacteria bacterium CG_4_10_14_0_8_um_filter_37_21,1973897.0,,,,,,,,,,,,,,,6.060606060606061e-07
Candidatus Lloydbacteria bacterium CG22_combo_CG10-13_8_21_14_all_47_15,1974635.0,,,,,,,,,,,,,,,6.060606060606061e-07
Candidatus Peregrinibacteria bacterium CG10_big_fil_rev_8_21_14_0_10_42_8,1974785.0,,,,,,,,,,,,,,,6.060606060606061e-07
Beijerinckiaceae bacterium,1978229.0,,,,,,,,,,,,,,,6.060606060606061e-07
Metabacillus lacus,1983721.0,,,,,,,,,,,,,,,6.060606060606061e-07
Roseibacillus sp. TMED18,1986590.0,,,,,,,,,,,,,,,6.060606060606061e-07
Betaproteobacteria bacterium TMED100,1986666.0,,,,,,,,,,,,,,,6.060606060606061e-07
Cellvibrionales bacterium TMED49,1986842.0,,,,,,,,,,,,,,,6.060606060606061e-07
Aquipluma nitroreducens,2010828.0,,,,,,,,,,,,,,,6.060606060606061e-07
Bacteroidetes bacterium HGW-Bacteroidetes-1,2013677.0,,,,,,,,,,,,,,,6.060606060606061e-07
Elusimicrobia bacterium CG11_big_fil_rev_8_21_14_0_20_64_6,2014311.0,,,,,,,,,,,,,,,6.060606060606061e-07
Mongoliibacter sp.,2022438.0,,,,,,,,,,,,,,,6.060606060606061e-07
Hyphomonadaceae bacterium,2026748.0,,,,,,,,,,,,,,,6.060606060606061e-07
Galactobacillus timonensis,2041840.0,,,,,,,,,,,,,,,6.060606060606061e-07
Candidatus Sulfopaludibacter sp. SbA6,2043166.0,,,,,,,,,,,,,,,6.060606060606061e-07
Ustilago sp. UG-2017b,2043611.0,,,,,,,,,,,,,,,6.060606060606061e-07
Dongshaea marina,2047966.0,,,,,,,,,,,,,,,6.060606060606061e-07
Marinilabiliales bacterium,2053303.0,,,,,,,,,,,,,,,6.060606060606061e-07
Acuticoccus kandeliae,2073160.0,,,,,,,,,,,,,,,6.060606060606061e-07
Candidatus Aenigmarchaeota archaeon,2093792.0,,,,,,,,,,,,,,,6.060606060606061e-07
Lujinxingia litoralis,2211119.0,,,,,,,,,,,,,,,6.060606060606061e-07
Sinomicrobium sp. N-1-3-6,2219864.0,,,,,,,,,,,,,,,6.060606060606061e-07
Candidatus Hydrothermae bacterium,2250085.0,,,,,,,,,,,,,,,6.060606060606061e-07
Salinimonas sediminis,2303538.0,,,,,,,,,,,,,,,6.060606060606061e-07
Neglectibacter sp. X58,2304574.0,,,,,,,,,,,,,,,6.060606060606061e-07
Corallococcus aberystwythensis,2316722.0,,,,,,,,,,,,,,,6.060606060606061e-07
Parashewanella curva,2338552.0,,,,,,,,,,,,,,,6.060606060606061e-07
Lunatibacter salilacus,2483804.0,,,,,,,,,,,,,,,6.060606060606061e-07
Arthrospiribacter ruber,2487934.0,,,,,,,,,,,,,,,6.060606060606061e-07
Halomonas populi,2498858.0,,,,,,,,,,,,,,,6.060606060606061e-07
Amycolatopsis suaedae,2510978.0,,,,,,,,,,,,,,,6.060606060606061e-07
Pseudobythopirellula maris,2527991.0,,,,,,,,,,,,,,,6.060606060606061e-07
Nephromyces sp. ex Molgula occidentalis,2544991.0,,,,,,,,,,,,,,,6.060606060606061e-07
Polyangium aurulentum,2567896.0,,,,,,,,,,,,,,,6.060606060606061e-07
Choanoeca flexa,2572930.0,,,,,,,,,,,,,,,6.060606060606061e-07
Aggregatimonas sangjinii,2583587.0,,,,,,,,,,,,,,,6.060606060606061e-07
Roseovarius sp. THAF9,2587847.0,,,,,,,,,,,,,,,6.060606060606061e-07
Diaporthaceae sp. PMI_573,2614600.0,,,,,,,,,,,,,,,6.060606060606061e-07
Xylariaceae sp. FL0662B,2614610.0,,,,,,,,,,,,,,,6.060606060606061e-07
Scrofimicrobium canadense,2652290.0,,,,,,,,,,,,,,,6.060606060606061e-07
Ferruginivarius sediminum,2661937.0,,,,,,,,,,,,,,,6.060606060606061e-07
Fusarium flagelliforme,2675880.0,,,,,,,,,,,,,,,6.060606060606061e-07
Aliiroseovarius sp. PrR006,2706883.0,,,,,,,,,,,,,,,6.060606060606061e-07
Erysipelothrix sp. HDW6A,2714928.0,,,,,,,,,,,,,,,6.060606060606061e-07
Pseudoruegeria sp. HB172150,2721164.0,,,,,,,,,,,,,,,6.060606060606061e-07
Salinimicrobium oceani,2722702.0,,,,,,,,,,,,,,,6.060606060606061e-07
Athelia sp. TMB,2748771.0,,,,,,,,,,,,,,,6.060606060606061e-07
Aequorivita sp. 609,2760087.0,,,,,,,,,,,,,,,6.060606060606061e-07
Enterobacter cloacae complex sp. P18RS,2779575.0,,,,,,,,,,,,,,,6.060606060606061e-07
Belnapia mucosa,2804532.0,,,,,,,,,,,,,,,6.060606060606061e-07
Caulobacter sp. S6,2823693.0,,,,,,,,,,,,,,,6.060606060606061e-07
Coprinopsis sp. MPI-PUGE-AT-0042,2826081.0,,,,,,,,,,,,,,,6.060606060606061e-07
Buttiauxella massiliensis,2831590.0,,,,,,,,,,,,,,,6.060606060606061e-07
Algiphilus sp. NNCM1,2834409.0,,,,,,,,,,,,,,,6.060606060606061e-07
Williamsia sp. CHRR-6,2835871.0,,,,,,,,,,,,,,,6.060606060606061e-07
Marinobacterium ramblicola,2849041.0,,,,,,,,,,,,,,,6.060606060606061e-07
Sinirhodobacter sp. WL0062,2907145.0,,,,,,,,,,,,,,,6.060606060606061e-07
Myxococcus fulvus,33.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Archangium gephyra,48.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Chondromyces crocatus,52.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Bradyrhizobium japonicum,375.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Methylomonas sp.,418.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Citrobacter freundii,546.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Desulfobulbus propionicus,894.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Microscilla marina,1027.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Anabaena cylindrica,1165.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Priestia megaterium,1404.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Bacillus mycoides,1405.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Clostridium baratii,1561.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Streptomyces viridochromogenes,1938.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Crypthecodinium cohnii,2866.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Hydrodictyon reticulatum,3107.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Scheffersomyces stipitis,4924.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Saccharomyces cerevisiae,4932.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Zygosaccharomyces rouxii,4956.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Aspergillus parasiticus,5067.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Cryphonectria parasitica,5116.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Ustilago maydis,5270.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Suillus spraguei,5383.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Agrocybe aegerita,5400.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Grifola frondosa,5627.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Lenzites betulinus,5632.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Moneuplotes crassus,5936.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Encephalitozoon hellem,27973.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Strigomonas culicis,28005.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Robbsia andropogonis,28092.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Clostridium thermobutyricum,29372.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Chromochloris zofingiensis,31302.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Enterococcus avium,33945.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Nosema apis,35231.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Halococcus salifodinae,36738.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Gluconobacter cerinus,38307.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Neurospora tetrasperma,40127.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Penicilliopsis zonata,41063.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Polymyxa betae,41456.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Pneumocystis jirovecii,42068.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Zygotorulaspora mrakii,42260.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Nitrosomonas sp.,42353.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Mammaliicoccus lentus,42858.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Nitrosomonas halophila,44576.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Cucurbitaria berberidis,45142.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Amylocarpus encephaloides,45428.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Nonomuraea angiospora,46172.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Suhomyces tanzawaensis,46583.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Suillus cothurnatus,48568.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Kluyveromyces dobzhanskii,51656.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Synura sphagnicola,52556.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Encephalitozoon intestinalis,58839.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Trichoderma atroviride,63577.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Dothistroma septosporum,64363.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Ilyonectria destructans,64609.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Scleroderma citrinum,68788.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Olpidium brassicae,70189.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Diacronema vlkianum,70452.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Naematelia encephala,71784.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Thielaviopsis punctulata,72032.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Sclerotinia borealis,77105.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Cyanoptyche gloeocystis,77922.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Neonectria ditissima,78410.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Tieghemiomyces parasiticus,78921.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Piloderma croceum,80663.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Simplicispira metamorpha,80881.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Phlebiopsis gigantea,82310.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Apiotrichum gracile,82516.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Myxococcus stipitatus,83455.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Chlamydia psittaci,83554.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Trypanosoma conorhini,83891.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Clostridium sartagoforme,84031.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Pseudoclostridium thermosuccinogenes,84032.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Gyrodon lividus,85971.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Gordonia desulfuricans,89051.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Hymenobacter gelipurpurascens,89968.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Clostridium acidisoli,91624.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Auriculariopsis ampla,97359.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Periconia macrospinosa,97972.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Didymella exigua,100019.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Massariosphaeria phaeospora,100035.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Ophiostoma quercus,108461.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Flammula alnicola,109635.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Thiothrix fructosivorans,111770.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Ramaria rubella,113071.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Physcia stellaris,116821.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Sphagnurus paluster,117069.0,,,,,,,,,,,,,,,3.0303030303030305e-07
