superkingdom,kingdom,phylum,class,order,family,genus,species,tax_id
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus,Angiostrongylus costaricensis,334426
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Orobanchaceae,Triphysaria,Triphysaria versicolor,64093
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Melastomataceae,Sarcopyramis,Sarcopyramis napalensis,2136672
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Mimas,Mimas tiliae,522848
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Conopidae,Thecophora,Thecophora atra,1219171
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis rustica,195172
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Elmidae,Elmis,Elmis aenea,186982
Bacteria,Bacillati,Bacillota,Clostridia,,,,uncultured Clostridia bacterium,244328
Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ultunensis,227945
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Parum,Parum colligata,522860
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Ambesa,Ambesa laetella,1178221
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Cicca,Cicca acida,260718
Eukaryota,Metazoa,Arthropoda,Insecta,Phasmatodea,Timematidae,Timema,Timema genevievae,629358
Eukaryota,Metazoa,Arthropoda,Insecta,Phasmatodea,Timematidae,Timema,Timema shepardi,629360
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. NZS11,2792049
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. NZS100,2792046
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. Ant1,1882735
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Cyphostemma,Cyphostemma juttae,178804
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis acerifolia,506485
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,Loropetalum,Loropetalum chinense,64118
Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium neonatale,137838
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Rhoicissus,Rhoicissus digitata,178808
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis ruyuanensis,2316920
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. SWYJZ98,2792060
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Conopidae,Sicus,Sicus ferrugineus,1219204
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. NZS37,2792071
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. NZS71_1,2792072
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Gesneriaceae,Haberlea,Haberlea rhodopensis,121481
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Braconidae,Microplitis,Microplitis mediator,375433
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. NZS127_1,2792074
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Amorpha,Amorpha juglandis,522887
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis magna,596621
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella variicola,244366
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Davidina,Davidina sculda,596624
Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus koraiensis,88728
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum sp. KUL113,2480800
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Pseudomyrmex,Pseudomyrmex gracilis,219809
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum sp. KUL118,2480802
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Zaprionus,Zaprionus bogoriensis,309927
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanosaeta sp. UBA356,1915559
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanosaeta sp. UBA458,1915561
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp. KUL156,2480808
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,Pyrus communis,23211
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis riparia,96939
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp. KUL154,2480807
Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Labilibacter,Labilibacter sediminis,2570926
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Meroptera,Meroptera pravella,989870
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia donghaensis,326320
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Mellicta,Mellicta athalia,113330
Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,,Geminicoccaceae bacterium,2448052
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melitaea,Melitaea cinxia,113334
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. UBA289,1915574
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. BMB,1874619
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Antheraea,Antheraea paukstadtorum,244414
Eukaryota,Metazoa,Arthropoda,Merostomata,Xiphosura,Limulidae,Limulus,Limulus polyphemus,6850
Eukaryota,Metazoa,Arthropoda,Ichthyostraca,Porocephalida,Armilliferidae,Armillifer,Armillifer armillatus,260804
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cornales,Loasaceae,Mentzelia,Mentzelia argillosa,228040
Bacteria,Pseudomonadati,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. PCS056,2931400
Eukaryota,Metazoa,Arthropoda,Arachnida,Trombidiformes,Penthaleidae,Halotydeus,Halotydeus destructor,2874060
Eukaryota,Viridiplantae,Streptophyta,Polypodiopsida,Salviniales,Marsileaceae,Pilularia,Pilularia americana,39634
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia piezophila,211668
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Neolycaena,Neolycaena tengstroemi,596693
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Gynura,Gynura japonica,1604314
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,Mimosa pigra,367322
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,Fraxinus mandshurica,56029
Eukaryota,Metazoa,Annelida,Clitellata,Hirudinida,Piscicolidae,Branchellion,Branchellion lobata,375517
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,Fraxinus pennsylvanica,56036
Eukaryota,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytriomycetaceae,Chytriomyces,Chytriomyces sp. MP71,1882861
Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Cinara,Cinara cedri,506608
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus portucalensis,39664
Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Novimethylophilus,Novimethylophilus kurashikiensis,1825523
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium oleosum,219896
Archaea,Thermoproteati,Nitrososphaerota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,Nitrososphaeraceae archaeon,2169593
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Tetrastigma,Tetrastigma cf. loheri PBP-2017,1932027
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Butea,Butea monosperma,56060
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium dubium,97021
Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. Tue 6075,1661694
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium fragiferum,97023
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium medium,97028
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium sacculiferum,88843
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus psychrotolerans,1874706
Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora anserina,2587412
Eukaryota,Metazoa,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Oppiella,Oppiella nova,334625
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides bicaudatus,293665
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Myrrha,Myrrha octodecimguttata,703265
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,Taphrorychus,Taphrorychus bicolor,105251
Eukaryota,Metazoa,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Dermatophagoides,Dermatophagoides farinae,6954
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Cossidae,Chalcidica,Chalcidica minea,1555244
Eukaryota,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus irregularis,588596
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila sulfurigaster,88886
Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella mangrovensis,463800
Eukaryota,Metazoa,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,6969
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Senegalia,Senegalia senegal,138043
Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Blattellidae,Blattella,Blattella germanica,6973
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vachellia,Vachellia tortilis,138046
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas donghaensis,621376
Bacteria,Pseudomonadati,Bacteroidota,Saprospiria,Saprospirales,Haliscomenobacteraceae,Phaeodactylibacter,Phaeodactylibacter sp.,1940289
Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,Periplaneta americana,6978
Eukaryota,Metazoa,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Ecdyonurus,Ecdyonurus torrentis,2014018
Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Blaberidae,Diploptera,Diploptera punctata,6984
Eukaryota,Metazoa,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula,Gibbula magus,703304
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,47951
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Schoepfiaceae,Schoepfia,Schoepfia schreberi,23379
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium cyathophorum,105302
Eukaryota,Metazoa,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus bimaculatus,6999
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Stenoloba,Stenoloba futii,1350488
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lysandra,Lysandra bellargus,138070
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia symbiotica,138074
Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Planococcus,Planococcus citri,170843
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer truncatum,47965
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus grayanus,1497950
Eukaryota,Metazoa,Rotifera,Eurotatoria,,,Rotaria,Rotaria magnacalcarata,392030
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,473952
Eukaryota,Metazoa,Rotifera,Eurotatoria,,,Rotaria,Rotaria sordida,392033
Eukaryota,Metazoa,Arthropoda,Insecta,Orthoptera,Acrididae,Schistocerca,Schistocerca americana,7009
Eukaryota,Metazoa,Arthropoda,Insecta,Orthoptera,Acrididae,Schistocerca,Schistocerca nitens,7011
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. MEBiC 03485,2571103
Eukaryota,Metazoa,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Lineus,Lineus longissimus,88925
Bacteria,Bacillati,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella atypica,39777
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Barnebydendron,Barnebydendron riedelii,162669
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Deckenia,Deckenia nobilis,154478
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides marinus,703342
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina lacustris,170861
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Pallopteridae,Palloptera,Palloptera scutellata,2849646
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,Corylus heterophylla,80754
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Betulaceae,Ostrya,Ostrya rehderiana,80755
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Urticaceae,Debregeasia,Debregeasia orientalis,1399668
Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Acyrthosiphon,Acyrthosiphon pisum,7029
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Barklya,Barklya syringifolia,162678
Eukaryota,Metazoa,Arthropoda,Malacostraca,Amphipoda,Talitridae,Trinorchestia,Trinorchestia longiramus,1923959
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium spicatum,105339
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium sp. SKA34,121723
Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis gossypii,80765
Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,Bemisia tabaci,7038
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,Anthonomus,Anthonomus grandis,7044
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Chrysosplenium,Chrysosplenium alternifolium,80774
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Callosobruchus,Callosobruchus maculatus,64391
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitophilus,Sitophilus oryzae,7048
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Lampyridae,Photinus,Photinus pyralis,7054
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Cydalima,Cydalima perspectalis,1309588
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Melolontha,Melolontha melolontha,7061
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,Zostera,Zostera japonica,187286
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Herpetogramma,Herpetogramma luctuosalis,1309590
Eukaryota,,Apicomplexa,Conoidasida,Eucoccidiorida,Cryptosporidiidae,Cryptosporidium,Cryptosporidium canis,195482
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,7067
Bacteria,Bacillati,Cyanobacteriota,Cyanophyceae,Nodosilineales,Nodosilineaceae,Halomicronema,Halomicronema sp. CCY15110,2767773
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Gongylonematidae,Gongylonema,Gongylonema pulchrum,637853
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tribolium,Tribolium castaneum,7070
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,,,Pseudomonadales bacterium,1891229
Eukaryota,Viridiplantae,Streptophyta,Polypodiopsida,Polypodiales,Pteridaceae,Adiantum,Adiantum nelumboides,2759587
Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium,1891238
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. BSi20311,383911
Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium hispanicum,1080232
Eukaryota,Metazoa,Nematoda,Enoplea,Trichinellida,Trichinellidae,Trichinella,Trichinella patagoniensis,990121
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Dolichopodidae,Condylostylus,Condylostylus longicornis,2530218
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Agrostemma,Agrostemma githago,39848
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata,7084
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Delonix,Delonix elata,162737
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora deauratella,687026
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Bombycidae,Bombyx,Bombyx mori,7091
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Bombycidae,Bombyx,Bombyx mandarina,7092
Eukaryota,Metazoa,Mollusca,Bivalvia,Cardiida,Cardiidae,Fragum,Fragum fragum,80821
Eukaryota,Metazoa,Mollusca,Gastropoda,Trochida,Trochidae,Phorcus,Phorcus lineatus,1620919
Eukaryota,Metazoa,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,Tridacna gigas,80829
Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Cytidiella,Cytidiella melzeri,1883072
Eukaryota,Metazoa,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,Tridacna crocea,80833
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera exigua,7107
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera frugiperda,7108
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera littoralis,7109
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Trichoplusia,Trichoplusia ni,7111
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Helicoverpa,Helicoverpa zea,7113
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,Pieris rapae,64459
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,Pieris brassicae,7116
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. 8AT,2653134
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Sarcophagidae,Sarcophaga,Sarcophaga caerulescens,596942
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Eperua,Eperua falcata,162769
Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,Enhydrobacter,Enhydrobacter sp. 8BJ,2653137
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Bignoniaceae,Spathodea,Spathodea campanulata,211926
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Eutrema,Eutrema salsugineum,72664
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,Manduca sexta,7130
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia sp. D2M02,2841562
Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp. 9I,2653152
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Heliosperma,Heliosperma pusillum,39905
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,Sericinus,Sericinus montela,1678306
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Galleria,Galleria mellonella,7137
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,Actinidia polygama,64480
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Choristoneura,Choristoneura fumiferana,7141
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Guibourtia,Guibourtia demeusei,162787
Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Microvirga,Microvirga sp. 3-52,2792425
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum scorzonerifolium,48105
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Centella,Centella asiatica,48106
Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Termitomyces,Termitomyces sp. T112,1850345
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. 8O,2653165
Eukaryota,Viridiplantae,Streptophyta,Cycadopsida,Cycadales,Zamiaceae,Dioon,Dioon purpusii,179189
Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Psyllidae,Diaphorina,Diaphorina citri,121845
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,7159
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium kishitanii,318456
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,7160
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Tromatobia,Tromatobia lineatoria,2776060
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles albimanus,7167
Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium 8X,2653183
